id,texto,aspect,polarity,start_position,end_position,aspecto_llm,polaridade_llm
1989,"Estive agora em setembro pela segunda vez neste aconchegante hotel na fronteira entre Quartier Latin e Saint German de Pres. Mesmo com o intervalo de 18 anos entre uma visita e outra, o Hotel manteve o mesmo nível de atendimento e conforto. Banheiro bom, reformado. Pessoal da recepção falando também inglês, localização maravilhosa, no ponto mais charmoso e boêmio de Paris. Recomendo fortemente.",localização,1,309,320,aconchegante,1
1990,"Gostamos do Café da Manhã e fomos bem atendidos. Os funcionários se esforçaram bastante em nos ajudar como andar por lá.  Todos os atendentes da recepção falavam inglês.  Só não gostamos do tamanho do quarto e do banheiro. São pequenos demais.  Quanto a localização, não está no agito, porém está apenas 1/2 quarterão da estação de metro e trem Montparnasse.",recepção,1,145,153,Café da Manhã,1
1991,"Gostei muito. No no quarto tinha geladeira, microondas e cafeteira. O chuveiro excelentle, bem proximo da 7 Av.  O metro ficava bem próximo do nosso hotel. A diária não é baratinha, porém valeu muito apena ter ficado no Belvedere.  Com certeza indicaria para meus amigos.  Room Tip: Os apartamentos do lado sul são mais silenciosos. Proximo a Times Squase, bem pertinho de um restaur...",apartamento,1,286,297,gostei,1
1992,"O Hotel Novanox é uma boa proposta de custo-benefício, por se tratar de um hotel 3 estrelas e nível de limpeza muito bom para os padrões franceses. A equipe da recepção é prestativa: nos ajudaram no deslocamento e boas dicas para passeios. A localização é boa, há uma estação de metrô próxima, a região é a da Torre de Montparnasse.",hotel,1,2,7,custo-benefício,1
1993,"Bem localizado, free parking, internet incluida na conta, concierge excelente, checkin rapido (apesar de lotado), lindas lojas de primeira linha (Gucci, Prada, etc), Evite restaurante Sensi, muito ruim de qualidade e atendimento. Muito cheio de turistas, fica um pouco impessoal as areas comuns, mas releva-se. Ficaria novamente, com ctz.",lojas,1,121,126,localização,1
1994,"Ficamos de 12 a 20 de janeiro/2013 e foi ótima escolha...super silencioso, tranquilo, localização perfeita, cama extremamente confortável, ducha deliciosa (sem ter que tomar banho dentro de banheira, coisa que detesto..rs), limpeza impecável e recepcionistas atenciosas. Só não recomendo optar pelo café da manhã incluso pois todos os dias é servida a mesmíssima coisa.  Room Tip: Prefira as suítes deluxe pois a cama é queen.",ducha,1,139,144,silencioso,1
1995,"O hotel fica muito bem localizado, podemos fazer tudo a pé. Ao fazer o check in o recepcionista nos ofereceu um upgrade mas teríamos que aguardar a limpeza do quarto, como estávamos cansados, resolvemos ficar com o quarto reservado, que era muito bom. No lobby existem dezenas de opções de restaurantes, lanchonetes e lojas. Na próxima viagem a Las Vegas com certeza voltaria ao Monte Carlo",quarto,0,159,165,localização,1
1996,"O serviço na recepção do hotel é muito boa. Toda a equipe trabalha tentando satisfazer as necessidades dos hóspedes, porém as equipes do restaurante e das camareiras não falam inglês, e isto dificulta em muito o entendimento. O quarto é do tamanho padrão, bem limpo, com banheiro com bom chuveiro. Infelizmente nosso quarto era em frente ao elevador e por isto com muito barulho. Com hotel lotados não tivemos opção de trocar de quarto. O café da manhã superou as expectativas.",hotel,1,25,30,serviço na recepção,1
1997,"Ficamos num quarto recentemente reformado. O elevador pode assustar quem Ã© claustrofÃ³bico, entÃ£o opte por andares mais baixos. O quarto Ã© pequeno, mas dentro dos padrÃµes da Europa. HÃ¡ supermercados perto e vÃ¡rios restaurantes. Para quem estiver disposto a ficar em Montparnasse Ã© uma Ã³tima opÃ§Ã£o.",quarto,1,12,18,recentemente reformado,1
1998,"Para o preço o serviço é EXELENTE. Finalmente um conceito de Hotel barato com a qualidade de um Hotel de Luxo.  Fica perto dos transportes, comboio, bus e metro e a 5 minutos do Centro Paris.  Depois pertence ao prestigiado Grupo ACCOR.  Room Tip: Ficar no último piso é muito bom e calmo para descnsar",preço,1,7,12,preço,1
1999,"Ficamos apenas uma noite ao chegarmos do Brasil, mas o quarto estava bem limpo e o café da manhã muito bom. Banheiro limpo com todo po conforto. Não serve para casal com crianças e nem tampouco para quem malas grandes, o espaço dentro do quarto é muito restrito.  Room Tip: A localização é importante, para quem chega do aeroporto na porte Maillot. Ficamos num apartamento d...",apartamento,0,361,372,quarto estava bem limpo,1
2000,"Não obstante ter feito uma reserva de um quarto superior, o mesmo era pequeno, com uma cama pequena, apesar de confortável, e uma casa de banho pequena. O andar onde fiquei, o segundo, tem uma aparência antiga e a necessitar de obras. Vi outros quartos que me pareceram, esses sim superiores. A insonorização é péssima. Acho que o hotel não dá a devida importência às reservas feitas via internet e que nos engana com o tipo de quarto atribuído. Atenção a isso.",cama,-1,87,91,pequeno,-1
2001,"O Hooters é um bom hotel para quem está a passeio apenas. Para quem procura um lugar para passar lua mel ou férias acompanhado de filhos, provavelmente este não é o melhor hotel. Aliás, se for levar crianças pra Vegas, repense sua viagem.  A localização é boa, embora não esteja na Strip, fica do lado, há cerca de 100 metros. Não tem café da manhã nem frigobar, problema para quem quer comprar alguma comida para deixar no quarto.",frigobar,-1,353,361,bom hotel,1
2002,"Hotel impecável pela apresentação, limpeza e comodidade, e além de tudo o preço é muito bom! Tem uma estação de metrô próxima ao Hotel, e é uma rua com excelente gastronomia. Adorei!  Diariamente, uma garrafa de água no quarto de cortesia do hotel, e café solúvel e leite também. O café da manhã é excelente! E Montparnasse é lindíssimo!!!  Quando voltar à Paris, ficarei nesse hotel novamente!!",preço,1,74,79,impecável,1
2003,"no site ,o hotel aparece em melhores condições,não fui atendida num dos pedidos que fiz do quarto, o banheiro está em condições razoáveis, mas o que é mais sério é que o termo cordialidadedescrito no site não é o ponto mais forte do pessoal que atende na portaria, falta simpatia, boa vontade no trato com o cliente. Sugiro treinamento,pois em qualquer atividade que se faça o relacionamento interpessoal é o que se tem de mais importante para o sucesso do trabalho.",hotel,0,11,16,site,1
2004,"A localização é ótima e o hotel é muito bem conservado. O único aspecto a citar foi a limpeza do quarto. A camareira não arrumava a cama direito e não fazia a reposição dos artigos de banheiro. Toda vez que chegávamos, tarde da noite, tínhamos que solicitar na recepção sabonetes para tomar banho. No último dia, ela deixou uma toalha de banho manchada no quarto. Entretanto, os problemas foram sempre resolvidos com a recepção, que se mostrou muito gentil e prestativa. Recomendaria esse hotel.",hotel,1,26,31,localização,1
2005,"Passamos o Reveillon em Paris e ficamos até o dia 5 de janeiro nesse hotel. Em relação aos demais hotéis o preço é bom e compativel com o quarto oferecido. A localização é o forte, perto de duas estações de metro que nos levou a todos os lugares que quisemos conhecer e para a Torre Eifel fomos a pé sem nenhum problema, bem perto e fácil. O ponto negativo foi o tamanho do quarto, bem pequeno e modesto, sem luxos, nem frigobar, mas confortável. Recomendo",preço,1,107,112,preço,1
2006,"O hotel tem valor acessível levando-se em conta sua localização, a poucos passos do Arco do Triunfo.    Os funcionários foram bem atenciosos e prestativos todos os dias.    Os quartos são bons e limpos. Wi-fi pegava muito bem.    O café da manhã achei fraco, podia ter um pouco mais de variedade. De queijo, por exemplo, só havia um tipo, o que na França é pouco na minha opinião.",localização,1,52,63,valor acessível,1
2007,Hotel com ótima localização. Ficamos em quarto especial no 21º andar. Vista cinematográfica do Central Park e muito amplo. Talvez o conjunto do hotel necessitasse de uma reforma para se adequar a modernidade. Serviço simpático. Acesso a Internet só no quarto e pago. Sem café da manhã que em NYC é uma boa opção pois há bons restaurantes com ótimos breakfasts em todas as quadras.,quarto,0,40,46,localização,1
2008,"Excelente localização, com lojas e restaurantes maravilhosos por perto e duas linhas de metro. O café da manhã é bom. Nosso quarto era confortável, com duas camas de solteiro colocadas lado a lado. Faltava uma boa luz para leitura. O WI FI no quarto era muito fraco e desligava com frequência. Banheiro grande e confortável. Serviço simpático. O preço era muito bom em comparação com outros hotéis do mesmo nível.",preço,1,346,351,localização,1
2009,"Eu e meu noivo adoramos o hotel Aria e recomendamos!!! O quarto é bem aconchegante e o serviço de quarto é bom!  O concierge do hotel é muito bom e nos ajudou em todas as dúvidas que tivemos!  A única ressalva fica para as refeições, principalmente café da manhã, pois nos restaurantes do hotel é muito caro, valendo mais a pena fazer as refeições em outros lugares, como por exemplo no hotel ao lado (Monte Carlo) que é bem mais barato!!! Fica a dica!!!",café da manhã,-1,249,262,hotel Aria,1
2010,"Toda a parte de serviço muito bom.   Quartos impecaveis, mesmo tendo muitos fumantes no hotel, nao se sentia cheiro de fumaça nos quartos.  Quartos muito confortaveis,.  Bastante entretenimento no hotel cassino.  Atendeu minhas expectativas.  Room Tip: as suites das extremidades sao mais expaçosas e mais bem iluminadas.",serviço,1,16,23,serviço,1
2011,"O Hotel é muito bem localizado,perto do Central Park,Times Square,5ª avenida,reustaurantes e perto de várias estações de metrô.Quartos limpos com bom tamanho,roupa de cama ótima,cama confortável.O banho é muito bom  Café da manhã fraco se comparado aos do Brasil e sempre igual  Internet free nos quartos.  Preço caro como todos hotéis em NY.  Superou expectativas.",preço,-1,307,312,localização,1
2012,"Estive lá em Abril/2011 e gostei do Hotel. Pertíssimo da estação de metrô (uns 70 metros), e em um local movimentado. Os quartos são pequenos porém limpos. Chuveiro em cima da banheira, porém bom. Tem internet wifi, item orbigatório em minhas viagens. O único porém era o elevador, que só cabia no MÁXIMO 2 pessoas, extremamente pequeno! Dávamos risada cada vez que usávamos, rsrs. Os funcionários são muito educados e muito hospitaleiros. Recomendo a quem gosta de praticidade e ótima localização!",funcionários,1,385,397,Hotel,1
2013,"Voo cancelado e tive que ficar neste hotel. Não gostei nem um pouco. Cheguei no quarto e ele estava com cheiro de cigarro. O ar condicionado muito velho, não deve ser limpo há anos. As roupas de cama não estavam limpas. O hotel tem um transfer que leva para o aeroporto, mas não conseguimos pegar pois muitas pessoas esperavam por ele. Realmente não recomendo!",aeroporto,0,260,269,voo cancelado,-1
2014,"Não se iluda com a recepção reformada e com os atendentes bem vestidos.Instalações velhas e em péssimo estado. Banheiros sujos, alguns sem funcionamento da descarga. Instalações antigas não é defeito, mas neste hotel o desleixo, a sujeira e falta de conforto são marcas inesquecíveis.Não se hospede nem de passagem.É o típico: o Barato ( não gratuito), sai...",hotel,-1,211,216,recepção reformada,-1
2015,"Reservei esse hotel através do pacote da TAM Viagens , era o único disponível para POA. Imaginei que deveria ser um hotel bom, pois a TAM não elegeria um ruim... Ledo engano!!O hotel é horrível.Pedi o quarto disponível para pessoas alérgicas. A única diferença para o quarto comum é que não tem carpete no chão. Na cama, um belo cobertor felpudo que me deixo com o nariz coçando. A cabeceira da cama era de carpet!! Horrível!! Mas a pior parte era o banheiro. Cinza, escuro, com o piso do chão cheio de manchas e quebrado. Quando entramos no quarto, tinha uma poça no chão. Liguei para a recepção reclamando, mas nada fizeram. Só secaram o piso... As toalhas são horríveis, cinzas, pequenas e duras. Para piorar tudo, a internet wi-fi é cobrada e não é barata. Não recomendo!!!!!!",hotel,-1,14,19,hotel,-1
2016,"Hotel é limpo e muito bem localizado. O quarto com cama de casal realmente é bem pequeno, mal havia espaço para abrir uma mala. No entanto, a distribuição do espaço é inteligente e, numa cidade como Nova Iorque, a última coisa que se pretende é perder tempo no quarto do hotel. Ótimo ter internet liberada, secador e estação para IPod para se ouvir música. Ficaria novamente.",quarto,-1,40,46,limpo,1
