,comentario,aspecto_llm,polaridade_llm
20471,"É um hotel pequeno, organizado, agradável e muito limpo. A equipe do hotel é gentil, educada e calorosa. Quanto à localização, o bairro dispõe de transporte, supermercados, restaurantes e laundromats. o café da manhã é simples mas muito gostoso, com pães de primeira linha. Não tenho nada a reclamar, fomos muito bem atendidas.",organizado,1
20472,"É um hotel pequeno, organizado, agradável e muito limpo. A equipe do hotel é gentil, educada e calorosa. Quanto à localização, o bairro dispõe de transporte, supermercados, restaurantes e laundromats. o café da manhã é simples mas muito gostoso, com pães de primeira linha. Não tenho nada a reclamar, fomos muito bem atendidas.",agradável,1
20473,"É um hotel pequeno, organizado, agradável e muito limpo. A equipe do hotel é gentil, educada e calorosa. Quanto à localização, o bairro dispõe de transporte, supermercados, restaurantes e laundromats. o café da manhã é simples mas muito gostoso, com pães de primeira linha. Não tenho nada a reclamar, fomos muito bem atendidas.",limpo,1
20474,"É um hotel pequeno, organizado, agradável e muito limpo. A equipe do hotel é gentil, educada e calorosa. Quanto à localização, o bairro dispõe de transporte, supermercados, restaurantes e laundromats. o café da manhã é simples mas muito gostoso, com pães de primeira linha. Não tenho nada a reclamar, fomos muito bem atendidas.",gentil,1
20475,"É um hotel pequeno, organizado, agradável e muito limpo. A equipe do hotel é gentil, educada e calorosa. Quanto à localização, o bairro dispõe de transporte, supermercados, restaurantes e laundromats. o café da manhã é simples mas muito gostoso, com pães de primeira linha. Não tenho nada a reclamar, fomos muito bem atendidas.",educada,1
20476,"É um hotel pequeno, organizado, agradável e muito limpo. A equipe do hotel é gentil, educada e calorosa. Quanto à localização, o bairro dispõe de transporte, supermercados, restaurantes e laundromats. o café da manhã é simples mas muito gostoso, com pães de primeira linha. Não tenho nada a reclamar, fomos muito bem atendidas.",calorosa,1
20477,"É um hotel pequeno, organizado, agradável e muito limpo. A equipe do hotel é gentil, educada e calorosa. Quanto à localização, o bairro dispõe de transporte, supermercados, restaurantes e laundromats. o café da manhã é simples mas muito gostoso, com pães de primeira linha. Não tenho nada a reclamar, fomos muito bem atendidas.",localização,-1
20478,"É um hotel pequeno, organizado, agradável e muito limpo. A equipe do hotel é gentil, educada e calorosa. Quanto à localização, o bairro dispõe de transporte, supermercados, restaurantes e laundromats. o café da manhã é simples mas muito gostoso, com pães de primeira linha. Não tenho nada a reclamar, fomos muito bem atendidas.",transporte,-1
20479,"É um hotel pequeno, organizado, agradável e muito limpo. A equipe do hotel é gentil, educada e calorosa. Quanto à localização, o bairro dispõe de transporte, supermercados, restaurantes e laundromats. o café da manhã é simples mas muito gostoso, com pães de primeira linha. Não tenho nada a reclamar, fomos muito bem atendidas.",supermercados,-1
20480,"É um hotel pequeno, organizado, agradável e muito limpo. A equipe do hotel é gentil, educada e calorosa. Quanto à localização, o bairro dispõe de transporte, supermercados, restaurantes e laundromats. o café da manhã é simples mas muito gostoso, com pães de primeira linha. Não tenho nada a reclamar, fomos muito bem atendidas.",restaurantes,-1
20481,"É um hotel pequeno, organizado, agradável e muito limpo. A equipe do hotel é gentil, educada e calorosa. Quanto à localização, o bairro dispõe de transporte, supermercados, restaurantes e laundromats. o café da manhã é simples mas muito gostoso, com pães de primeira linha. Não tenho nada a reclamar, fomos muito bem atendidas.",laundromats,-1
20482,"É um hotel pequeno, organizado, agradável e muito limpo. A equipe do hotel é gentil, educada e calorosa. Quanto à localização, o bairro dispõe de transporte, supermercados, restaurantes e laundromats. o café da manhã é simples mas muito gostoso, com pães de primeira linha. Não tenho nada a reclamar, fomos muito bem atendidas.",café da manhã,-1
20483,"É um hotel pequeno, organizado, agradável e muito limpo. A equipe do hotel é gentil, educada e calorosa. Quanto à localização, o bairro dispõe de transporte, supermercados, restaurantes e laundromats. o café da manhã é simples mas muito gostoso, com pães de primeira linha. Não tenho nada a reclamar, fomos muito bem atendidas.",gostoso,1
20484,"É um hotel pequeno, organizado, agradável e muito limpo. A equipe do hotel é gentil, educada e calorosa. Quanto à localização, o bairro dispõe de transporte, supermercados, restaurantes e laundromats. o café da manhã é simples mas muito gostoso, com pães de primeira linha. Não tenho nada a reclamar, fomos muito bem atendidas.",pães de primeira linha,1
20485,"Hotel maravilhoso, atendimento impecável, localização incrível, quartos aconchegantes de primeira categoria. Apenas os serviços e bebidas e café da manha sao fora do padrão, qualquer coquetel no mínimo 20 dólares, mas Vale muito a pena ficar nele e consumir em outros locais pois ny tem muita opção boa .",Hotel,1
20486,"Hotel maravilhoso, atendimento impecável, localização incrível, quartos aconchegantes de primeira categoria. Apenas os serviços e bebidas e café da manha sao fora do padrão, qualquer coquetel no mínimo 20 dólares, mas Vale muito a pena ficar nele e consumir em outros locais pois ny tem muita opção boa .",atendimento,1
20487,"Hotel maravilhoso, atendimento impecável, localização incrível, quartos aconchegantes de primeira categoria. Apenas os serviços e bebidas e café da manha sao fora do padrão, qualquer coquetel no mínimo 20 dólares, mas Vale muito a pena ficar nele e consumir em outros locais pois ny tem muita opção boa .",localização,1
20488,"Hotel maravilhoso, atendimento impecável, localização incrível, quartos aconchegantes de primeira categoria. Apenas os serviços e bebidas e café da manha sao fora do padrão, qualquer coquetel no mínimo 20 dólares, mas Vale muito a pena ficar nele e consumir em outros locais pois ny tem muita opção boa .",quartos,1
20489,"Hotel maravilhoso, atendimento impecável, localização incrível, quartos aconchegantes de primeira categoria. Apenas os serviços e bebidas e café da manha sao fora do padrão, qualquer coquetel no mínimo 20 dólares, mas Vale muito a pena ficar nele e consumir em outros locais pois ny tem muita opção boa .",serviços,-1
20490,"Hotel maravilhoso, atendimento impecável, localização incrível, quartos aconchegantes de primeira categoria. Apenas os serviços e bebidas e café da manha sao fora do padrão, qualquer coquetel no mínimo 20 dólares, mas Vale muito a pena ficar nele e consumir em outros locais pois ny tem muita opção boa .",bebidas,-1
20491,"Hotel maravilhoso, atendimento impecável, localização incrível, quartos aconchegantes de primeira categoria. Apenas os serviços e bebidas e café da manha sao fora do padrão, qualquer coquetel no mínimo 20 dólares, mas Vale muito a pena ficar nele e consumir em outros locais pois ny tem muita opção boa .",café da manha,-1
20492,"Hotel maravilhoso, atendimento impecável, localização incrível, quartos aconchegantes de primeira categoria. Apenas os serviços e bebidas e café da manha sao fora do padrão, qualquer coquetel no mínimo 20 dólares, mas Vale muito a pena ficar nele e consumir em outros locais pois ny tem muita opção boa .",Vale muito a pena,1
20493,"Bem localizado no centro da cidade baixa, proximo de supermercado, shopping e lojas... Apesar da estrutura estar em obras, ofereceu bom atendimento.. possui ponto de taxi próximo e a estrutura física do hotel está em reforma.... só não tinha elevador, pois está em manutenção. apesar dos contra tempos, apresenta custo beneficio ótimo.. .",localização,1
20494,"Bem localizado no centro da cidade baixa, proximo de supermercado, shopping e lojas... Apesar da estrutura estar em obras, ofereceu bom atendimento.. possui ponto de taxi próximo e a estrutura física do hotel está em reforma.... só não tinha elevador, pois está em manutenção. apesar dos contra tempos, apresenta custo beneficio ótimo.. .",supermercado,1
20495,"Bem localizado no centro da cidade baixa, proximo de supermercado, shopping e lojas... Apesar da estrutura estar em obras, ofereceu bom atendimento.. possui ponto de taxi próximo e a estrutura física do hotel está em reforma.... só não tinha elevador, pois está em manutenção. apesar dos contra tempos, apresenta custo beneficio ótimo.. .",shopping,1
20496,"Bem localizado no centro da cidade baixa, proximo de supermercado, shopping e lojas... Apesar da estrutura estar em obras, ofereceu bom atendimento.. possui ponto de taxi próximo e a estrutura física do hotel está em reforma.... só não tinha elevador, pois está em manutenção. apesar dos contra tempos, apresenta custo beneficio ótimo.. .",lojas,1
20497,"Bem localizado no centro da cidade baixa, proximo de supermercado, shopping e lojas... Apesar da estrutura estar em obras, ofereceu bom atendimento.. possui ponto de taxi próximo e a estrutura física do hotel está em reforma.... só não tinha elevador, pois está em manutenção. apesar dos contra tempos, apresenta custo beneficio ótimo.. .",atendimento,1
20498,"Bem localizado no centro da cidade baixa, proximo de supermercado, shopping e lojas... Apesar da estrutura estar em obras, ofereceu bom atendimento.. possui ponto de taxi próximo e a estrutura física do hotel está em reforma.... só não tinha elevador, pois está em manutenção. apesar dos contra tempos, apresenta custo beneficio ótimo.. .",taxi,1
20499,"Bem localizado no centro da cidade baixa, proximo de supermercado, shopping e lojas... Apesar da estrutura estar em obras, ofereceu bom atendimento.. possui ponto de taxi próximo e a estrutura física do hotel está em reforma.... só não tinha elevador, pois está em manutenção. apesar dos contra tempos, apresenta custo beneficio ótimo.. .",reforma,-1
20500,"Bem localizado no centro da cidade baixa, proximo de supermercado, shopping e lojas... Apesar da estrutura estar em obras, ofereceu bom atendimento.. possui ponto de taxi próximo e a estrutura física do hotel está em reforma.... só não tinha elevador, pois está em manutenção. apesar dos contra tempos, apresenta custo beneficio ótimo.. .",elevador,-1
20501,"Hotel pequeno, sem serviço de quarto, recepção ruim. quarto pequeno, antigo. Ar condicionado caído aos pedaços, banheiro com porta de PVC sem ducha higiênica, toalhas velhas e utensílios de banho horríveis. Acesso aos quartos por escadas. Porta com fechadura à chave. Café da manhã compartilhado com o Hotel Expresso, horrível.",pequeno,-1
20502,"Hotel pequeno, sem serviço de quarto, recepção ruim. quarto pequeno, antigo. Ar condicionado caído aos pedaços, banheiro com porta de PVC sem ducha higiênica, toalhas velhas e utensílios de banho horríveis. Acesso aos quartos por escadas. Porta com fechadura à chave. Café da manhã compartilhado com o Hotel Expresso, horrível.",serviço de quarto,-1
